vo2max,gender,age,age_low,age_high
40.32,1.0,39.0,30.0,39.0
37.16,1.0,46.0,40.0,49.0
34.73,0.0,16.0,10.0,19.0
39.63,1.0,18.0,10.0,19.0
53.87,1.0,33.0,30.0,39.0
41.37,1.0,19.0,10.0,19.0
40.19,1.0,18.0,10.0,19.0
45.96,1.0,25.0,20.0,29.0
28.66,0.0,21.0,20.0,29.0
45.54,0.0,40.0,40.0,49.0
34.51,0.0,12.0,10.0,19.0
40.08,1.0,28.0,20.0,29.0
43.4,1.0,35.0,30.0,39.0
52.18,1.0,14.0,10.0,19.0
50.79,0.0,35.0,30.0,39.0
36.53,1.0,18.0,10.0,19.0
55.22,0.0,13.0,10.0,19.0
62.0,1.0,13.0,10.0,19.0
33.36,1.0,17.0,10.0,19.0
31.61,1.0,32.0,30.0,39.0
49.01,1.0,18.0,10.0,19.0
43.16,1.0,29.0,20.0,29.0
31.99,0.0,17.0,10.0,19.0
57.53,1.0,17.0,10.0,19.0
35.43,0.0,27.0,20.0,29.0
38.95,0.0,32.0,30.0,39.0
50.1,0.0,21.0,20.0,29.0
28.35,0.0,18.0,10.0,19.0
32.53,0.0,19.0,10.0,19.0
39.71,1.0,30.0,30.0,39.0
27.77,0.0,18.0,10.0,19.0
45.57,0.0,25.0,20.0,29.0
37.23,0.0,36.0,30.0,39.0
31.6,0.0,27.0,20.0,29.0
36.32,0.0,26.0,20.0,29.0
39.86,0.0,17.0,10.0,19.0
39.32,1.0,14.0,10.0,19.0
28.91,0.0,17.0,10.0,19.0
33.52,0.0,47.0,40.0,49.0
31.93,0.0,18.0,10.0,19.0
32.28,0.0,47.0,40.0,49.0
35.33,0.0,17.0,10.0,19.0
44.2,0.0,21.0,20.0,29.0
33.93,0.0,36.0,30.0,39.0
42.2,1.0,35.0,30.0,39.0
43.04,1.0,12.0,10.0,19.0
45.98,1.0,16.0,10.0,19.0
54.93,0.0,38.0,30.0,39.0
38.73,1.0,18.0,10.0,19.0
33.43,1.0,33.0,30.0,39.0
41.44,1.0,16.0,10.0,19.0
34.15,1.0,13.0,10.0,19.0
39.15,0.0,15.0,10.0,19.0
27.42,0.0,35.0,30.0,39.0
31.22,0.0,13.0,10.0,19.0
38.98,1.0,18.0,10.0,19.0
36.99,1.0,13.0,10.0,19.0
40.02,1.0,23.0,20.0,29.0
47.97,1.0,18.0,10.0,19.0
43.91,1.0,41.0,40.0,49.0
43.1,1.0,17.0,10.0,19.0
47.6,1.0,19.0,10.0,19.0
27.77,0.0,42.0,40.0,49.0
35.73,0.0,38.0,30.0,39.0
35.53,1.0,45.0,40.0,49.0
57.68,1.0,24.0,20.0,29.0
42.67,1.0,12.0,10.0,19.0
32.36,0.0,19.0,10.0,19.0
39.82,0.0,38.0,30.0,39.0
31.85,0.0,12.0,10.0,19.0
56.86,1.0,14.0,10.0,19.0
33.13,0.0,19.0,10.0,19.0
47.6,1.0,22.0,20.0,29.0
51.47,1.0,35.0,30.0,39.0
39.88,0.0,19.0,10.0,19.0
40.14,1.0,15.0,10.0,19.0
39.45,0.0,15.0,10.0,19.0
41.31,0.0,16.0,10.0,19.0
38.17,0.0,43.0,40.0,49.0
39.5,1.0,12.0,10.0,19.0
36.6,1.0,17.0,10.0,19.0
78.13,1.0,19.0,10.0,19.0
33.84,1.0,44.0,40.0,49.0
43.71,1.0,24.0,20.0,29.0
30.12,0.0,15.0,10.0,19.0
48.38,1.0,47.0,40.0,49.0
45.99,1.0,17.0,10.0,19.0
32.94,0.0,14.0,10.0,19.0
33.72,0.0,15.0,10.0,19.0
44.0,1.0,22.0,20.0,29.0
31.6,0.0,41.0,40.0,49.0
37.93,0.0,32.0,30.0,39.0
45.11,1.0,34.0,30.0,39.0
39.55,0.0,12.0,10.0,19.0
37.17,0.0,18.0,10.0,19.0
60.79,0.0,14.0,10.0,19.0
37.97,0.0,12.0,10.0,19.0
31.28,1.0,28.0,20.0,29.0
45.98,1.0,27.0,20.0,29.0
49.34,1.0,15.0,10.0,19.0
27.76,1.0,28.0,20.0,29.0
35.9,0.0,18.0,10.0,19.0
43.01,1.0,18.0,10.0,19.0
30.54,0.0,16.0,10.0,19.0
42.68,1.0,17.0,10.0,19.0
54.93,1.0,21.0,20.0,29.0
38.78,1.0,17.0,10.0,19.0
46.2,0.0,12.0,10.0,19.0
32.6,0.0,42.0,40.0,49.0
47.84,1.0,19.0,10.0,19.0
29.04,0.0,20.0,20.0,29.0
28.82,0.0,41.0,40.0,49.0
31.24,0.0,16.0,10.0,19.0
44.14,1.0,35.0,30.0,39.0
43.76,1.0,42.0,40.0,49.0
73.62,0.0,23.0,20.0,29.0
34.05,0.0,12.0,10.0,19.0
30.2,0.0,17.0,10.0,19.0
52.53,1.0,17.0,10.0,19.0
36.13,0.0,14.0,10.0,19.0
33.08,0.0,44.0,40.0,49.0
28.78,0.0,18.0,10.0,19.0
21.64,0.0,44.0,40.0,49.0
56.18,1.0,42.0,40.0,49.0
57.9,1.0,15.0,10.0,19.0
41.34,1.0,18.0,10.0,19.0
37.36,1.0,13.0,10.0,19.0
36.28,1.0,33.0,30.0,39.0
40.23,1.0,28.0,20.0,29.0
41.78,0.0,29.0,20.0,29.0
35.69,1.0,13.0,10.0,19.0
36.6,1.0,47.0,40.0,49.0
52.81,0.0,12.0,10.0,19.0
46.12,1.0,36.0,30.0,39.0
40.08,0.0,25.0,20.0,29.0
34.72,1.0,15.0,10.0,19.0
32.92,0.0,19.0,10.0,19.0
38.66,0.0,14.0,10.0,19.0
48.74,1.0,18.0,10.0,19.0
39.5,1.0,28.0,20.0,29.0
40.06,0.0,16.0,10.0,19.0
44.9,1.0,19.0,10.0,19.0
56.55,1.0,14.0,10.0,19.0
42.74,1.0,43.0,40.0,49.0
30.6,1.0,12.0,10.0,19.0
42.2,1.0,36.0,30.0,39.0
31.64,0.0,29.0,20.0,29.0
28.66,0.0,18.0,10.0,19.0
38.7,0.0,13.0,10.0,19.0
39.38,0.0,22.0,20.0,29.0
61.64,0.0,13.0,10.0,19.0
48.76,1.0,16.0,10.0,19.0
39.11,0.0,12.0,10.0,19.0
50.44,1.0,19.0,10.0,19.0
67.58,1.0,21.0,20.0,29.0
39.17,1.0,16.0,10.0,19.0
29.65,0.0,41.0,40.0,49.0
45.8,1.0,25.0,20.0,29.0
33.75,1.0,16.0,10.0,19.0
45.02,1.0,16.0,10.0,19.0
36.03,1.0,12.0,10.0,19.0
45.94,0.0,18.0,10.0,19.0
30.81,0.0,21.0,20.0,29.0
41.0,0.0,38.0,30.0,39.0
47.04,1.0,24.0,20.0,29.0
55.7,1.0,15.0,10.0,19.0
39.23,0.0,42.0,40.0,49.0
32.84,0.0,49.0,40.0,49.0
36.52,1.0,12.0,10.0,19.0
48.35,0.0,18.0,10.0,19.0
33.98,0.0,18.0,10.0,19.0
31.23,1.0,22.0,20.0,29.0
36.36,1.0,16.0,10.0,19.0
37.48,1.0,19.0,10.0,19.0
43.0,0.0,29.0,20.0,29.0
34.4,1.0,15.0,10.0,19.0
50.46,1.0,21.0,20.0,29.0
37.48,0.0,26.0,20.0,29.0
46.75,1.0,18.0,10.0,19.0
42.64,1.0,20.0,20.0,29.0
50.36,1.0,49.0,40.0,49.0
53.8,0.0,40.0,40.0,49.0
59.38,1.0,16.0,10.0,19.0
37.4,1.0,22.0,20.0,29.0
32.5,1.0,12.0,10.0,19.0
45.55,0.0,18.0,10.0,19.0
42.0,0.0,12.0,10.0,19.0
37.55,1.0,29.0,20.0,29.0
40.11,1.0,26.0,20.0,29.0
29.46,0.0,37.0,30.0,39.0
37.78,0.0,16.0,10.0,19.0
45.03,0.0,39.0,30.0,39.0
53.13,1.0,19.0,10.0,19.0
50.67,1.0,18.0,10.0,19.0
33.16,1.0,13.0,10.0,19.0
34.82,0.0,19.0,10.0,19.0
49.63,1.0,17.0,10.0,19.0
35.6,0.0,17.0,10.0,19.0
33.2,1.0,26.0,20.0,29.0
38.11,0.0,15.0,10.0,19.0
38.57,1.0,46.0,40.0,49.0
35.1,0.0,41.0,40.0,49.0
58.4,1.0,32.0,30.0,39.0
40.18,0.0,16.0,10.0,19.0
34.82,1.0,47.0,40.0,49.0
28.48,0.0,44.0,40.0,49.0
39.74,1.0,17.0,10.0,19.0
84.63,1.0,17.0,10.0,19.0
52.72,1.0,17.0,10.0,19.0
43.1,1.0,15.0,10.0,19.0
41.5,1.0,18.0,10.0,19.0
43.8,0.0,12.0,10.0,19.0
56.86,1.0,13.0,10.0,19.0
42.03,1.0,12.0,10.0,19.0
31.44,0.0,14.0,10.0,19.0
35.03,1.0,47.0,40.0,49.0
30.38,0.0,19.0,10.0,19.0
40.75,0.0,28.0,20.0,29.0
40.53,0.0,17.0,10.0,19.0
36.71,1.0,31.0,30.0,39.0
46.54,0.0,16.0,10.0,19.0
33.04,1.0,18.0,10.0,19.0
45.8,0.0,18.0,10.0,19.0
49.96,1.0,37.0,30.0,39.0
44.19,1.0,43.0,40.0,49.0
42.88,1.0,42.0,40.0,49.0
48.35,1.0,34.0,30.0,39.0
46.1,1.0,15.0,10.0,19.0
41.33,0.0,19.0,10.0,19.0
38.7,1.0,18.0,10.0,19.0
46.95,1.0,14.0,10.0,19.0
55.51,0.0,18.0,10.0,19.0
48.03,0.0,46.0,40.0,49.0
29.75,0.0,33.0,30.0,39.0
34.45,1.0,19.0,10.0,19.0
44.74,0.0,25.0,20.0,29.0
42.97,1.0,16.0,10.0,19.0
36.31,0.0,43.0,40.0,49.0
21.28,0.0,19.0,10.0,19.0
41.56,0.0,13.0,10.0,19.0
48.2,1.0,17.0,10.0,19.0
31.57,0.0,46.0,40.0,49.0
28.85,0.0,44.0,40.0,49.0
43.57,0.0,25.0,20.0,29.0
47.92,1.0,25.0,20.0,29.0
43.51,1.0,13.0,10.0,19.0
46.9,0.0,17.0,10.0,19.0
37.27,1.0,32.0,30.0,39.0
29.49,0.0,13.0,10.0,19.0
34.96,0.0,13.0,10.0,19.0
41.09,1.0,43.0,40.0,49.0
29.18,0.0,17.0,10.0,19.0
31.2,0.0,27.0,20.0,29.0
28.8,0.0,16.0,10.0,19.0
25.91,0.0,16.0,10.0,19.0
40.07,0.0,19.0,10.0,19.0
45.07,1.0,32.0,30.0,39.0
39.93,1.0,16.0,10.0,19.0
24.2,1.0,15.0,10.0,19.0
36.87,0.0,15.0,10.0,19.0
38.16,1.0,45.0,40.0,49.0
52.74,0.0,13.0,10.0,19.0
36.08,0.0,17.0,10.0,19.0
37.27,0.0,12.0,10.0,19.0
47.67,1.0,31.0,30.0,39.0
59.38,1.0,44.0,40.0,49.0
56.6,0.0,12.0,10.0,19.0
36.8,1.0,32.0,30.0,39.0
44.8,0.0,17.0,10.0,19.0
30.0,0.0,40.0,40.0,49.0
52.4,0.0,19.0,10.0,19.0
38.8,1.0,46.0,40.0,49.0
50.91,1.0,14.0,10.0,19.0
31.4,1.0,18.0,10.0,19.0
40.96,0.0,19.0,10.0,19.0
34.96,0.0,14.0,10.0,19.0
42.48,1.0,15.0,10.0,19.0
32.25,0.0,15.0,10.0,19.0
51.31,1.0,17.0,10.0,19.0
35.0,1.0,29.0,20.0,29.0
54.48,1.0,29.0,20.0,29.0
56.6,1.0,25.0,20.0,29.0
39.6,0.0,16.0,10.0,19.0
28.57,0.0,28.0,20.0,29.0
54.08,1.0,15.0,10.0,19.0
46.44,0.0,19.0,10.0,19.0
41.42,0.0,12.0,10.0,19.0
35.21,0.0,17.0,10.0,19.0
26.21,0.0,17.0,10.0,19.0
28.78,0.0,13.0,10.0,19.0
39.27,0.0,17.0,10.0,19.0
29.24,0.0,12.0,10.0,19.0
40.9,0.0,20.0,20.0,29.0
35.72,1.0,14.0,10.0,19.0
39.9,0.0,42.0,40.0,49.0
43.7,0.0,16.0,10.0,19.0
43.86,1.0,23.0,20.0,29.0
43.8,1.0,17.0,10.0,19.0
38.6,0.0,16.0,10.0,19.0
41.34,1.0,12.0,10.0,19.0
48.53,1.0,19.0,10.0,19.0
56.72,1.0,19.0,10.0,19.0
44.21,0.0,38.0,30.0,39.0
37.73,0.0,18.0,10.0,19.0
45.37,1.0,15.0,10.0,19.0
28.73,0.0,18.0,10.0,19.0
48.97,0.0,35.0,30.0,39.0
43.16,1.0,12.0,10.0,19.0
27.46,0.0,18.0,10.0,19.0
42.51,1.0,18.0,10.0,19.0
70.26,1.0,16.0,10.0,19.0
42.28,1.0,17.0,10.0,19.0
33.4,1.0,15.0,10.0,19.0
52.7,1.0,16.0,10.0,19.0
49.61,1.0,17.0,10.0,19.0
42.51,0.0,12.0,10.0,19.0
45.61,1.0,34.0,30.0,39.0
34.3,0.0,15.0,10.0,19.0
39.5,1.0,14.0,10.0,19.0
32.84,0.0,29.0,20.0,29.0
26.3,0.0,33.0,30.0,39.0
42.11,1.0,13.0,10.0,19.0
46.39,1.0,13.0,10.0,19.0
33.55,1.0,16.0,10.0,19.0
45.92,1.0,19.0,10.0,19.0
31.54,0.0,32.0,30.0,39.0
56.58,0.0,25.0,20.0,29.0
39.25,1.0,41.0,40.0,49.0
37.54,1.0,18.0,10.0,19.0
50.38,1.0,15.0,10.0,19.0
27.6,0.0,41.0,40.0,49.0
47.99,1.0,14.0,10.0,19.0
30.12,0.0,29.0,20.0,29.0
44.0,1.0,19.0,10.0,19.0
55.75,1.0,18.0,10.0,19.0
45.52,1.0,34.0,30.0,39.0
36.72,1.0,35.0,30.0,39.0
37.09,1.0,19.0,10.0,19.0
36.07,0.0,13.0,10.0,19.0
32.46,1.0,16.0,10.0,19.0
22.13,0.0,43.0,40.0,49.0
34.45,0.0,18.0,10.0,19.0
46.63,1.0,23.0,20.0,29.0
28.05,0.0,15.0,10.0,19.0
52.18,1.0,13.0,10.0,19.0
28.6,0.0,19.0,10.0,19.0
53.86,1.0,19.0,10.0,19.0
43.1,0.0,16.0,10.0,19.0
45.32,1.0,14.0,10.0,19.0
43.1,1.0,15.0,10.0,19.0
31.64,0.0,19.0,10.0,19.0
43.6,0.0,14.0,10.0,19.0
49.78,0.0,19.0,10.0,19.0
26.6,0.0,13.0,10.0,19.0
32.04,1.0,26.0,20.0,29.0
37.96,1.0,32.0,30.0,39.0
39.99,1.0,12.0,10.0,19.0
37.6,0.0,14.0,10.0,19.0
61.27,0.0,12.0,10.0,19.0
35.82,0.0,23.0,20.0,29.0
43.7,1.0,17.0,10.0,19.0
42.46,1.0,15.0,10.0,19.0
33.68,0.0,13.0,10.0,19.0
43.6,0.0,15.0,10.0,19.0
35.3,0.0,13.0,10.0,19.0
35.46,0.0,39.0,30.0,39.0
31.37,0.0,13.0,10.0,19.0
29.17,0.0,13.0,10.0,19.0
38.84,0.0,12.0,10.0,19.0
56.4,0.0,18.0,10.0,19.0
32.1,0.0,17.0,10.0,19.0
31.36,1.0,16.0,10.0,19.0
39.59,0.0,37.0,30.0,39.0
35.18,0.0,35.0,30.0,39.0
54.48,0.0,13.0,10.0,19.0
53.55,1.0,32.0,30.0,39.0
33.6,0.0,13.0,10.0,19.0
43.4,0.0,13.0,10.0,19.0
40.1,0.0,15.0,10.0,19.0
34.28,0.0,14.0,10.0,19.0
40.26,1.0,40.0,40.0,49.0
26.78,0.0,19.0,10.0,19.0
42.75,0.0,16.0,10.0,19.0
34.28,0.0,18.0,10.0,19.0
38.8,1.0,17.0,10.0,19.0
27.12,0.0,41.0,40.0,49.0
32.51,0.0,14.0,10.0,19.0
34.85,0.0,16.0,10.0,19.0
47.6,0.0,27.0,20.0,29.0
34.2,0.0,19.0,10.0,19.0
51.47,1.0,19.0,10.0,19.0
76.31,0.0,41.0,40.0,49.0
45.39,1.0,18.0,10.0,19.0
42.28,0.0,12.0,10.0,19.0
48.05,1.0,14.0,10.0,19.0
59.8,1.0,20.0,20.0,29.0
31.83,0.0,19.0,10.0,19.0
35.93,1.0,48.0,40.0,49.0
41.74,0.0,13.0,10.0,19.0
39.98,1.0,13.0,10.0,19.0
36.7,1.0,15.0,10.0,19.0
40.93,1.0,15.0,10.0,19.0
42.42,1.0,28.0,20.0,29.0
50.03,1.0,22.0,20.0,29.0
42.2,0.0,36.0,30.0,39.0
65.23,1.0,16.0,10.0,19.0
38.57,1.0,14.0,10.0,19.0
27.7,1.0,38.0,30.0,39.0
45.09,1.0,15.0,10.0,19.0
47.6,1.0,14.0,10.0,19.0
34.6,0.0,14.0,10.0,19.0
28.68,1.0,43.0,40.0,49.0
50.58,1.0,26.0,20.0,29.0
44.82,1.0,16.0,10.0,19.0
25.44,0.0,35.0,30.0,39.0
32.95,0.0,17.0,10.0,19.0
48.91,0.0,18.0,10.0,19.0
32.68,0.0,24.0,20.0,29.0
33.32,1.0,20.0,20.0,29.0
59.0,1.0,38.0,30.0,39.0
43.89,1.0,16.0,10.0,19.0
28.4,0.0,17.0,10.0,19.0
62.6,0.0,46.0,40.0,49.0
49.37,0.0,14.0,10.0,19.0
27.35,0.0,17.0,10.0,19.0
33.46,0.0,18.0,10.0,19.0
45.75,0.0,13.0,10.0,19.0
46.0,0.0,12.0,10.0,19.0
46.76,1.0,18.0,10.0,19.0
35.32,1.0,17.0,10.0,19.0
36.85,1.0,16.0,10.0,19.0
38.6,0.0,14.0,10.0,19.0
41.41,1.0,14.0,10.0,19.0
46.84,0.0,12.0,10.0,19.0
28.35,0.0,24.0,20.0,29.0
41.71,1.0,12.0,10.0,19.0
40.69,1.0,18.0,10.0,19.0
43.02,1.0,14.0,10.0,19.0
35.0,1.0,31.0,30.0,39.0
38.64,0.0,15.0,10.0,19.0
43.39,1.0,22.0,20.0,29.0
38.52,0.0,13.0,10.0,19.0
42.43,1.0,12.0,10.0,19.0
41.73,1.0,14.0,10.0,19.0
39.93,0.0,20.0,20.0,29.0
42.5,1.0,20.0,20.0,29.0
33.55,1.0,43.0,40.0,49.0
39.75,1.0,24.0,20.0,29.0
33.65,0.0,12.0,10.0,19.0
46.06,1.0,25.0,20.0,29.0
47.26,1.0,33.0,30.0,39.0
47.5,0.0,15.0,10.0,19.0
42.0,1.0,14.0,10.0,19.0
33.75,0.0,18.0,10.0,19.0
56.55,1.0,12.0,10.0,19.0
34.53,0.0,18.0,10.0,19.0
34.6,0.0,18.0,10.0,19.0
52.87,1.0,28.0,20.0,29.0
34.59,1.0,16.0,10.0,19.0
40.18,1.0,41.0,40.0,49.0
40.04,1.0,18.0,10.0,19.0
28.01,0.0,30.0,30.0,39.0
44.2,1.0,33.0,30.0,39.0
38.31,0.0,19.0,10.0,19.0
35.26,0.0,12.0,10.0,19.0
39.58,1.0,12.0,10.0,19.0
57.5,1.0,48.0,40.0,49.0
40.2,1.0,28.0,20.0,29.0
38.92,1.0,41.0,40.0,49.0
43.1,0.0,31.0,30.0,39.0
37.89,0.0,28.0,20.0,29.0
58.74,1.0,19.0,10.0,19.0
36.03,1.0,17.0,10.0,19.0
34.08,1.0,16.0,10.0,19.0
37.05,0.0,29.0,20.0,29.0
60.94,1.0,14.0,10.0,19.0
34.35,1.0,46.0,40.0,49.0
30.25,0.0,24.0,20.0,29.0
38.91,1.0,17.0,10.0,19.0
35.96,0.0,12.0,10.0,19.0
46.31,0.0,17.0,10.0,19.0
43.06,1.0,14.0,10.0,19.0
38.84,0.0,16.0,10.0,19.0
36.54,1.0,27.0,20.0,29.0
37.33,1.0,14.0,10.0,19.0
46.4,1.0,13.0,10.0,19.0
27.97,0.0,22.0,20.0,29.0
43.47,1.0,39.0,30.0,39.0
29.8,1.0,48.0,40.0,49.0
35.23,0.0,15.0,10.0,19.0
56.6,1.0,23.0,20.0,29.0
30.4,0.0,18.0,10.0,19.0
47.04,1.0,20.0,20.0,29.0
46.98,1.0,24.0,20.0,29.0
42.62,1.0,36.0,30.0,39.0
36.87,0.0,24.0,20.0,29.0
21.48,0.0,47.0,40.0,49.0
31.8,1.0,27.0,20.0,29.0
27.95,0.0,45.0,40.0,49.0
36.9,0.0,16.0,10.0,19.0
58.01,1.0,13.0,10.0,19.0
44.78,1.0,37.0,30.0,39.0
46.6,0.0,17.0,10.0,19.0
33.85,0.0,18.0,10.0,19.0
47.17,0.0,15.0,10.0,19.0
37.22,1.0,27.0,20.0,29.0
50.13,1.0,15.0,10.0,19.0
58.93,0.0,31.0,30.0,39.0
40.04,1.0,15.0,10.0,19.0
35.58,0.0,21.0,20.0,29.0
40.7,1.0,42.0,40.0,49.0
33.65,0.0,24.0,20.0,29.0
43.3,0.0,15.0,10.0,19.0
45.44,1.0,19.0,10.0,19.0
37.82,0.0,21.0,20.0,29.0
44.1,1.0,49.0,40.0,49.0
31.62,0.0,13.0,10.0,19.0
30.61,0.0,27.0,20.0,29.0
43.27,0.0,12.0,10.0,19.0
31.1,0.0,39.0,30.0,39.0
41.48,1.0,44.0,40.0,49.0
37.6,1.0,17.0,10.0,19.0
52.72,1.0,19.0,10.0,19.0
57.73,1.0,19.0,10.0,19.0
42.74,1.0,19.0,10.0,19.0
51.89,1.0,14.0,10.0,19.0
48.72,0.0,41.0,40.0,49.0
55.27,1.0,31.0,30.0,39.0
39.5,0.0,17.0,10.0,19.0
46.58,1.0,21.0,20.0,29.0
33.12,0.0,24.0,20.0,29.0
30.52,0.0,35.0,30.0,39.0
30.65,0.0,38.0,30.0,39.0
43.26,1.0,16.0,10.0,19.0
24.84,0.0,34.0,30.0,39.0
32.82,0.0,41.0,40.0,49.0
41.84,1.0,19.0,10.0,19.0
46.01,0.0,16.0,10.0,19.0
47.29,1.0,24.0,20.0,29.0
48.0,0.0,18.0,10.0,19.0
42.7,1.0,18.0,10.0,19.0
47.28,1.0,22.0,20.0,29.0
36.07,0.0,33.0,30.0,39.0
50.91,1.0,19.0,10.0,19.0
42.98,0.0,16.0,10.0,19.0
42.73,1.0,33.0,30.0,39.0
40.72,1.0,47.0,40.0,49.0
26.27,0.0,36.0,30.0,39.0
32.12,0.0,15.0,10.0,19.0
49.65,1.0,20.0,20.0,29.0
36.58,1.0,19.0,10.0,19.0
33.64,0.0,31.0,30.0,39.0
40.7,1.0,17.0,10.0,19.0
30.0,0.0,28.0,20.0,29.0
46.86,1.0,45.0,40.0,49.0
44.59,0.0,31.0,30.0,39.0
24.94,0.0,46.0,40.0,49.0
35.0,0.0,12.0,10.0,19.0
36.9,0.0,39.0,30.0,39.0
35.06,0.0,26.0,20.0,29.0
42.55,0.0,16.0,10.0,19.0
42.53,1.0,15.0,10.0,19.0
51.16,1.0,15.0,10.0,19.0
43.24,1.0,14.0,10.0,19.0
31.02,0.0,29.0,20.0,29.0
36.71,1.0,33.0,30.0,39.0
34.68,0.0,15.0,10.0,19.0
51.65,1.0,14.0,10.0,19.0
44.33,0.0,14.0,10.0,19.0
32.28,0.0,13.0,10.0,19.0
46.26,1.0,18.0,10.0,19.0
48.86,0.0,18.0,10.0,19.0
43.82,1.0,17.0,10.0,19.0
35.71,0.0,26.0,20.0,29.0
30.98,0.0,14.0,10.0,19.0
41.62,1.0,15.0,10.0,19.0
58.81,0.0,12.0,10.0,19.0
30.36,1.0,26.0,20.0,29.0
41.82,1.0,14.0,10.0,19.0
73.75,1.0,19.0,10.0,19.0
34.93,0.0,43.0,40.0,49.0
45.66,1.0,13.0,10.0,19.0
28.76,0.0,13.0,10.0,19.0
36.6,0.0,48.0,40.0,49.0
44.6,1.0,15.0,10.0,19.0
30.92,0.0,24.0,20.0,29.0
43.57,0.0,44.0,40.0,49.0
74.36,1.0,16.0,10.0,19.0
51.03,0.0,16.0,10.0,19.0
32.65,0.0,34.0,30.0,39.0
38.96,1.0,19.0,10.0,19.0
49.44,1.0,14.0,10.0,19.0
37.59,1.0,42.0,40.0,49.0
31.94,0.0,18.0,10.0,19.0
35.4,0.0,31.0,30.0,39.0
43.94,1.0,25.0,20.0,29.0
32.6,0.0,15.0,10.0,19.0
39.81,1.0,12.0,10.0,19.0
27.89,0.0,37.0,30.0,39.0
44.8,1.0,18.0,10.0,19.0
28.98,0.0,36.0,30.0,39.0
80.03,1.0,44.0,40.0,49.0
46.98,1.0,29.0,20.0,29.0
42.75,1.0,39.0,30.0,39.0
46.52,1.0,20.0,20.0,29.0
37.4,1.0,44.0,40.0,49.0
52.29,1.0,24.0,20.0,29.0
33.55,0.0,27.0,20.0,29.0
43.05,0.0,20.0,20.0,29.0
41.68,1.0,34.0,30.0,39.0
63.93,0.0,13.0,10.0,19.0
32.14,0.0,17.0,10.0,19.0
28.6,0.0,23.0,20.0,29.0
67.6,0.0,13.0,10.0,19.0
29.15,0.0,48.0,40.0,49.0
46.13,1.0,13.0,10.0,19.0
31.19,1.0,25.0,20.0,29.0
40.26,1.0,19.0,10.0,19.0
35.71,0.0,17.0,10.0,19.0
32.15,1.0,14.0,10.0,19.0
33.07,0.0,19.0,10.0,19.0
31.71,0.0,33.0,30.0,39.0
36.06,0.0,17.0,10.0,19.0
32.28,0.0,18.0,10.0,19.0
71.9,1.0,17.0,10.0,19.0
36.45,1.0,16.0,10.0,19.0
31.5,1.0,18.0,10.0,19.0
33.46,0.0,26.0,20.0,29.0
37.82,1.0,13.0,10.0,19.0
41.78,1.0,15.0,10.0,19.0
71.55,1.0,17.0,10.0,19.0
29.96,0.0,43.0,40.0,49.0
27.72,0.0,17.0,10.0,19.0
35.9,0.0,13.0,10.0,19.0
38.52,1.0,16.0,10.0,19.0
32.59,1.0,13.0,10.0,19.0
34.96,0.0,35.0,30.0,39.0
32.81,0.0,19.0,10.0,19.0
48.5,1.0,39.0,30.0,39.0
39.4,0.0,33.0,30.0,39.0
40.1,0.0,15.0,10.0,19.0
37.61,1.0,15.0,10.0,19.0
42.8,1.0,29.0,20.0,29.0
33.06,0.0,18.0,10.0,19.0
31.64,0.0,16.0,10.0,19.0
45.4,0.0,42.0,40.0,49.0
48.29,1.0,44.0,40.0,49.0
48.45,1.0,19.0,10.0,19.0
39.8,0.0,35.0,30.0,39.0
46.89,1.0,31.0,30.0,39.0
45.96,1.0,27.0,20.0,29.0
38.57,1.0,16.0,10.0,19.0
44.57,0.0,12.0,10.0,19.0
34.05,1.0,18.0,10.0,19.0
33.2,1.0,43.0,40.0,49.0
38.91,1.0,32.0,30.0,39.0
42.83,1.0,34.0,30.0,39.0
39.31,1.0,20.0,20.0,29.0
34.17,1.0,27.0,20.0,29.0
41.02,1.0,25.0,20.0,29.0
31.3,0.0,27.0,20.0,29.0
29.87,0.0,15.0,10.0,19.0
42.0,0.0,12.0,10.0,19.0
45.4,1.0,23.0,20.0,29.0
32.6,1.0,39.0,30.0,39.0
58.17,1.0,16.0,10.0,19.0
50.75,1.0,17.0,10.0,19.0
40.01,1.0,26.0,20.0,29.0
32.49,0.0,30.0,30.0,39.0
31.6,0.0,17.0,10.0,19.0
37.19,1.0,37.0,30.0,39.0
42.77,1.0,17.0,10.0,19.0
41.8,1.0,25.0,20.0,29.0
37.36,1.0,14.0,10.0,19.0
38.0,0.0,12.0,10.0,19.0
49.98,1.0,34.0,30.0,39.0
30.86,0.0,18.0,10.0,19.0
33.68,0.0,28.0,20.0,29.0
38.1,0.0,18.0,10.0,19.0
35.98,1.0,18.0,10.0,19.0
38.05,0.0,49.0,40.0,49.0
44.25,1.0,18.0,10.0,19.0
45.8,1.0,17.0,10.0,19.0
52.4,1.0,14.0,10.0,19.0
32.89,1.0,17.0,10.0,19.0
37.97,1.0,21.0,20.0,29.0
33.69,1.0,17.0,10.0,19.0
38.08,1.0,20.0,20.0,29.0
32.08,1.0,43.0,40.0,49.0
59.05,0.0,13.0,10.0,19.0
50.84,1.0,39.0,30.0,39.0
28.2,0.0,25.0,20.0,29.0
28.57,0.0,24.0,20.0,29.0
46.93,0.0,40.0,40.0,49.0
44.15,0.0,14.0,10.0,19.0
38.31,0.0,17.0,10.0,19.0
50.19,1.0,18.0,10.0,19.0
67.0,0.0,15.0,10.0,19.0
33.93,0.0,18.0,10.0,19.0
