vo2max,gender,age,age_low,age_high
49.03,1.0,39.0,30.0,39.0
34.7,1.0,36.0,30.0,39.0
41.0,1.0,13.0,10.0,19.0
45.52,1.0,16.0,10.0,19.0
36.84,0.0,14.0,10.0,19.0
34.04,0.0,18.0,10.0,19.0
57.8,0.0,18.0,10.0,19.0
52.14,1.0,26.0,20.0,29.0
40.77,1.0,13.0,10.0,19.0
34.74,0.0,13.0,10.0,19.0
53.66,1.0,20.0,20.0,29.0
40.03,1.0,16.0,10.0,19.0
38.12,0.0,16.0,10.0,19.0
51.37,1.0,14.0,10.0,19.0
37.23,1.0,17.0,10.0,19.0
48.22,1.0,15.0,10.0,19.0
38.48,0.0,47.0,40.0,49.0
48.97,0.0,16.0,10.0,19.0
34.75,1.0,12.0,10.0,19.0
39.38,1.0,16.0,10.0,19.0
53.95,1.0,40.0,40.0,49.0
32.32,0.0,28.0,20.0,29.0
47.92,1.0,15.0,10.0,19.0
34.38,0.0,20.0,20.0,29.0
43.9,0.0,12.0,10.0,19.0
53.23,1.0,18.0,10.0,19.0
35.21,0.0,13.0,10.0,19.0
48.77,1.0,21.0,20.0,29.0
41.71,1.0,16.0,10.0,19.0
38.45,1.0,36.0,30.0,39.0
132.07,1.0,22.0,20.0,29.0
51.9,0.0,13.0,10.0,19.0
37.9,0.0,40.0,40.0,49.0
40.38,1.0,17.0,10.0,19.0
49.8,1.0,33.0,30.0,39.0
57.71,1.0,16.0,10.0,19.0
41.26,1.0,14.0,10.0,19.0
49.8,0.0,14.0,10.0,19.0
38.34,0.0,17.0,10.0,19.0
31.98,0.0,23.0,20.0,29.0
42.42,1.0,12.0,10.0,19.0
47.66,1.0,19.0,10.0,19.0
23.91,0.0,37.0,30.0,39.0
32.16,0.0,14.0,10.0,19.0
45.29,0.0,12.0,10.0,19.0
33.64,1.0,14.0,10.0,19.0
44.3,0.0,22.0,20.0,29.0
49.0,0.0,20.0,20.0,29.0
37.34,0.0,31.0,30.0,39.0
32.78,0.0,26.0,20.0,29.0
42.69,1.0,17.0,10.0,19.0
53.4,0.0,13.0,10.0,19.0
59.17,1.0,15.0,10.0,19.0
36.62,0.0,19.0,10.0,19.0
35.51,0.0,18.0,10.0,19.0
38.6,0.0,42.0,40.0,49.0
26.27,0.0,44.0,40.0,49.0
48.4,0.0,36.0,30.0,39.0
38.26,0.0,17.0,10.0,19.0
35.9,1.0,12.0,10.0,19.0
48.28,1.0,15.0,10.0,19.0
63.57,0.0,20.0,20.0,29.0
38.6,0.0,16.0,10.0,19.0
51.1,1.0,24.0,20.0,29.0
35.29,1.0,36.0,30.0,39.0
40.01,1.0,15.0,10.0,19.0
37.32,0.0,18.0,10.0,19.0
25.01,0.0,19.0,10.0,19.0
29.29,0.0,17.0,10.0,19.0
30.5,1.0,31.0,30.0,39.0
48.41,1.0,18.0,10.0,19.0
24.76,0.0,49.0,40.0,49.0
42.69,0.0,15.0,10.0,19.0
27.14,0.0,47.0,40.0,49.0
38.28,0.0,15.0,10.0,19.0
46.98,1.0,17.0,10.0,19.0
39.5,1.0,12.0,10.0,19.0
34.11,0.0,18.0,10.0,19.0
47.97,1.0,17.0,10.0,19.0
46.48,0.0,36.0,30.0,39.0
28.16,0.0,38.0,30.0,39.0
24.27,0.0,48.0,40.0,49.0
40.93,0.0,14.0,10.0,19.0
47.33,1.0,44.0,40.0,49.0
50.25,1.0,49.0,40.0,49.0
28.15,0.0,27.0,20.0,29.0
70.31,1.0,44.0,40.0,49.0
55.36,1.0,21.0,20.0,29.0
40.18,0.0,17.0,10.0,19.0
30.03,0.0,34.0,30.0,39.0
51.47,1.0,14.0,10.0,19.0
62.9,0.0,14.0,10.0,19.0
33.98,0.0,18.0,10.0,19.0
44.68,1.0,19.0,10.0,19.0
51.31,0.0,38.0,30.0,39.0
46.86,0.0,12.0,10.0,19.0
54.4,0.0,15.0,10.0,19.0
26.16,0.0,23.0,20.0,29.0
36.07,1.0,33.0,30.0,39.0
52.46,0.0,18.0,10.0,19.0
47.9,1.0,12.0,10.0,19.0
27.95,0.0,13.0,10.0,19.0
35.82,1.0,13.0,10.0,19.0
36.2,0.0,18.0,10.0,19.0
44.9,1.0,14.0,10.0,19.0
43.4,1.0,29.0,20.0,29.0
56.07,0.0,16.0,10.0,19.0
50.04,1.0,17.0,10.0,19.0
45.42,0.0,13.0,10.0,19.0
44.62,1.0,20.0,20.0,29.0
31.57,0.0,27.0,20.0,29.0
44.2,1.0,25.0,20.0,29.0
38.6,0.0,21.0,20.0,29.0
51.04,1.0,16.0,10.0,19.0
55.7,1.0,16.0,10.0,19.0
35.4,0.0,14.0,10.0,19.0
51.84,1.0,12.0,10.0,19.0
33.78,0.0,26.0,20.0,29.0
43.68,0.0,15.0,10.0,19.0
47.72,1.0,45.0,40.0,49.0
35.55,0.0,14.0,10.0,19.0
24.98,0.0,21.0,20.0,29.0
39.55,0.0,34.0,30.0,39.0
51.63,1.0,18.0,10.0,19.0
27.95,0.0,48.0,40.0,49.0
50.9,1.0,19.0,10.0,19.0
44.41,1.0,19.0,10.0,19.0
44.9,1.0,12.0,10.0,19.0
31.94,0.0,15.0,10.0,19.0
28.34,0.0,22.0,20.0,29.0
38.19,1.0,37.0,30.0,39.0
38.09,1.0,38.0,30.0,39.0
30.69,0.0,12.0,10.0,19.0
45.71,1.0,23.0,20.0,29.0
34.3,1.0,23.0,20.0,29.0
47.88,1.0,12.0,10.0,19.0
32.55,0.0,18.0,10.0,19.0
53.52,0.0,13.0,10.0,19.0
40.01,1.0,15.0,10.0,19.0
41.73,0.0,18.0,10.0,19.0
39.9,1.0,13.0,10.0,19.0
54.2,0.0,16.0,10.0,19.0
38.6,0.0,14.0,10.0,19.0
43.28,1.0,15.0,10.0,19.0
34.7,0.0,23.0,20.0,29.0
46.07,1.0,15.0,10.0,19.0
52.03,1.0,39.0,30.0,39.0
37.1,1.0,32.0,30.0,39.0
38.88,0.0,32.0,30.0,39.0
36.48,0.0,38.0,30.0,39.0
58.59,1.0,16.0,10.0,19.0
53.95,1.0,17.0,10.0,19.0
38.92,1.0,39.0,30.0,39.0
32.17,0.0,17.0,10.0,19.0
26.36,1.0,14.0,10.0,19.0
35.03,0.0,40.0,40.0,49.0
40.31,1.0,30.0,30.0,39.0
38.6,1.0,12.0,10.0,19.0
28.57,0.0,34.0,30.0,39.0
52.4,1.0,12.0,10.0,19.0
37.86,0.0,29.0,20.0,29.0
47.6,1.0,19.0,10.0,19.0
43.19,0.0,13.0,10.0,19.0
36.93,0.0,18.0,10.0,19.0
36.71,1.0,36.0,30.0,39.0
47.1,1.0,38.0,30.0,39.0
51.93,1.0,45.0,40.0,49.0
39.97,1.0,15.0,10.0,19.0
61.93,1.0,46.0,40.0,49.0
37.17,0.0,16.0,10.0,19.0
36.9,0.0,18.0,10.0,19.0
45.94,1.0,23.0,20.0,29.0
72.67,1.0,36.0,30.0,39.0
73.64,1.0,14.0,10.0,19.0
44.22,1.0,16.0,10.0,19.0
35.0,1.0,35.0,30.0,39.0
42.12,1.0,37.0,30.0,39.0
41.73,0.0,13.0,10.0,19.0
46.3,1.0,17.0,10.0,19.0
39.25,1.0,12.0,10.0,19.0
37.38,0.0,17.0,10.0,19.0
45.3,1.0,35.0,30.0,39.0
29.14,0.0,12.0,10.0,19.0
64.76,0.0,39.0,30.0,39.0
39.45,0.0,14.0,10.0,19.0
46.27,0.0,15.0,10.0,19.0
40.2,1.0,32.0,30.0,39.0
37.7,0.0,17.0,10.0,19.0
56.0,0.0,12.0,10.0,19.0
27.8,0.0,27.0,20.0,29.0
31.64,0.0,17.0,10.0,19.0
43.12,1.0,28.0,20.0,29.0
22.61,1.0,45.0,40.0,49.0
33.93,1.0,47.0,40.0,49.0
35.26,0.0,16.0,10.0,19.0
43.97,1.0,16.0,10.0,19.0
40.54,1.0,24.0,20.0,29.0
36.44,0.0,18.0,10.0,19.0
38.78,0.0,13.0,10.0,19.0
47.67,0.0,14.0,10.0,19.0
32.6,0.0,29.0,20.0,29.0
43.69,1.0,15.0,10.0,19.0
54.33,1.0,14.0,10.0,19.0
23.6,0.0,23.0,20.0,29.0
43.86,1.0,19.0,10.0,19.0
58.91,0.0,18.0,10.0,19.0
53.49,1.0,18.0,10.0,19.0
41.23,0.0,17.0,10.0,19.0
60.91,1.0,13.0,10.0,19.0
40.11,0.0,23.0,20.0,29.0
47.97,1.0,20.0,20.0,29.0
45.08,0.0,40.0,40.0,49.0
45.85,0.0,12.0,10.0,19.0
54.63,0.0,18.0,10.0,19.0
35.72,1.0,17.0,10.0,19.0
32.6,0.0,34.0,30.0,39.0
44.28,0.0,17.0,10.0,19.0
31.31,0.0,14.0,10.0,19.0
46.05,1.0,17.0,10.0,19.0
37.54,1.0,17.0,10.0,19.0
31.3,1.0,37.0,30.0,39.0
35.75,0.0,12.0,10.0,19.0
36.66,1.0,35.0,30.0,39.0
45.39,1.0,33.0,30.0,39.0
41.95,1.0,18.0,10.0,19.0
50.8,0.0,16.0,10.0,19.0
46.35,1.0,14.0,10.0,19.0
46.9,0.0,37.0,30.0,39.0
37.24,0.0,39.0,30.0,39.0
62.3,1.0,16.0,10.0,19.0
36.64,0.0,34.0,30.0,39.0
36.29,0.0,12.0,10.0,19.0
32.41,0.0,19.0,10.0,19.0
33.24,0.0,40.0,40.0,49.0
50.8,1.0,14.0,10.0,19.0
41.28,1.0,17.0,10.0,19.0
43.6,1.0,49.0,40.0,49.0
36.4,1.0,35.0,30.0,39.0
36.6,1.0,15.0,10.0,19.0
45.8,1.0,20.0,20.0,29.0
49.1,1.0,17.0,10.0,19.0
44.2,0.0,30.0,30.0,39.0
39.0,0.0,36.0,30.0,39.0
55.74,1.0,18.0,10.0,19.0
43.04,0.0,19.0,10.0,19.0
75.37,1.0,15.0,10.0,19.0
38.48,0.0,13.0,10.0,19.0
48.29,0.0,14.0,10.0,19.0
37.6,0.0,15.0,10.0,19.0
36.15,0.0,18.0,10.0,19.0
27.64,0.0,18.0,10.0,19.0
43.94,1.0,19.0,10.0,19.0
44.6,1.0,13.0,10.0,19.0
39.22,1.0,16.0,10.0,19.0
32.36,0.0,34.0,30.0,39.0
37.68,0.0,13.0,10.0,19.0
32.7,0.0,28.0,20.0,29.0
56.18,1.0,15.0,10.0,19.0
37.42,1.0,19.0,10.0,19.0
34.19,1.0,14.0,10.0,19.0
51.35,0.0,12.0,10.0,19.0
40.43,1.0,33.0,30.0,39.0
46.48,1.0,13.0,10.0,19.0
56.9,0.0,41.0,40.0,49.0
35.73,0.0,13.0,10.0,19.0
28.46,0.0,15.0,10.0,19.0
30.77,0.0,38.0,30.0,39.0
36.06,0.0,19.0,10.0,19.0
51.03,0.0,19.0,10.0,19.0
41.53,1.0,12.0,10.0,19.0
66.5,1.0,18.0,10.0,19.0
34.5,1.0,13.0,10.0,19.0
45.58,1.0,15.0,10.0,19.0
43.04,1.0,12.0,10.0,19.0
76.76,1.0,17.0,10.0,19.0
44.56,1.0,13.0,10.0,19.0
52.81,0.0,43.0,40.0,49.0
43.46,1.0,17.0,10.0,19.0
56.22,1.0,16.0,10.0,19.0
37.25,1.0,18.0,10.0,19.0
50.17,1.0,17.0,10.0,19.0
35.6,0.0,13.0,10.0,19.0
39.86,1.0,24.0,20.0,29.0
53.15,1.0,15.0,10.0,19.0
37.9,0.0,19.0,10.0,19.0
31.75,0.0,18.0,10.0,19.0
56.02,1.0,17.0,10.0,19.0
37.7,0.0,12.0,10.0,19.0
24.13,0.0,39.0,30.0,39.0
33.2,0.0,26.0,20.0,29.0
44.14,0.0,37.0,30.0,39.0
42.68,1.0,15.0,10.0,19.0
57.1,0.0,21.0,20.0,29.0
52.61,1.0,16.0,10.0,19.0
35.82,0.0,31.0,30.0,39.0
36.72,1.0,17.0,10.0,19.0
37.88,1.0,23.0,20.0,29.0
36.03,1.0,38.0,30.0,39.0
40.18,1.0,14.0,10.0,19.0
45.19,1.0,21.0,20.0,29.0
35.23,0.0,23.0,20.0,29.0
53.6,1.0,43.0,40.0,49.0
44.04,1.0,15.0,10.0,19.0
45.09,1.0,19.0,10.0,19.0
45.5,1.0,34.0,30.0,39.0
52.1,0.0,13.0,10.0,19.0
30.16,0.0,26.0,20.0,29.0
34.38,1.0,17.0,10.0,19.0
53.03,1.0,13.0,10.0,19.0
39.23,0.0,12.0,10.0,19.0
30.06,0.0,31.0,30.0,39.0
38.65,1.0,16.0,10.0,19.0
49.91,1.0,15.0,10.0,19.0
34.22,0.0,43.0,40.0,49.0
54.66,0.0,19.0,10.0,19.0
43.34,1.0,13.0,10.0,19.0
37.9,0.0,14.0,10.0,19.0
38.6,1.0,18.0,10.0,19.0
54.17,0.0,31.0,30.0,39.0
40.81,0.0,15.0,10.0,19.0
43.06,1.0,38.0,30.0,39.0
37.97,0.0,38.0,30.0,39.0
59.66,1.0,27.0,20.0,29.0
27.11,0.0,36.0,30.0,39.0
34.04,0.0,15.0,10.0,19.0
35.45,1.0,13.0,10.0,19.0
47.0,1.0,13.0,10.0,19.0
32.04,0.0,16.0,10.0,19.0
58.01,1.0,13.0,10.0,19.0
51.27,1.0,37.0,30.0,39.0
67.4,1.0,14.0,10.0,19.0
49.04,0.0,47.0,40.0,49.0
41.24,1.0,20.0,20.0,29.0
51.94,1.0,13.0,10.0,19.0
36.31,0.0,15.0,10.0,19.0
46.7,1.0,31.0,30.0,39.0
43.69,1.0,26.0,20.0,29.0
40.08,0.0,12.0,10.0,19.0
50.2,0.0,17.0,10.0,19.0
31.93,0.0,47.0,40.0,49.0
37.3,0.0,14.0,10.0,19.0
29.5,0.0,13.0,10.0,19.0
56.96,1.0,22.0,20.0,29.0
36.17,0.0,14.0,10.0,19.0
31.64,0.0,14.0,10.0,19.0
44.32,1.0,37.0,30.0,39.0
48.35,1.0,22.0,20.0,29.0
36.28,0.0,19.0,10.0,19.0
37.09,1.0,19.0,10.0,19.0
23.95,0.0,48.0,40.0,49.0
40.27,0.0,46.0,40.0,49.0
39.15,0.0,13.0,10.0,19.0
29.82,1.0,13.0,10.0,19.0
74.2,0.0,12.0,10.0,19.0
33.96,0.0,42.0,40.0,49.0
41.44,1.0,29.0,20.0,29.0
33.03,0.0,17.0,10.0,19.0
29.35,0.0,24.0,20.0,29.0
71.17,0.0,21.0,20.0,29.0
45.09,1.0,19.0,10.0,19.0
53.16,1.0,17.0,10.0,19.0
29.68,0.0,19.0,10.0,19.0
45.6,0.0,14.0,10.0,19.0
27.42,0.0,35.0,30.0,39.0
45.86,1.0,17.0,10.0,19.0
31.74,0.0,39.0,30.0,39.0
69.2,0.0,18.0,10.0,19.0
47.17,0.0,36.0,30.0,39.0
53.13,0.0,13.0,10.0,19.0
61.07,0.0,45.0,40.0,49.0
36.42,0.0,29.0,20.0,29.0
38.11,1.0,18.0,10.0,19.0
48.85,1.0,20.0,20.0,29.0
26.34,0.0,20.0,20.0,29.0
44.6,0.0,18.0,10.0,19.0
50.78,1.0,15.0,10.0,19.0
37.29,0.0,28.0,20.0,29.0
38.96,0.0,17.0,10.0,19.0
45.66,1.0,13.0,10.0,19.0
50.33,1.0,16.0,10.0,19.0
39.89,1.0,17.0,10.0,19.0
32.65,0.0,19.0,10.0,19.0
40.0,0.0,32.0,30.0,39.0
41.81,1.0,13.0,10.0,19.0
41.17,0.0,16.0,10.0,19.0
34.69,0.0,13.0,10.0,19.0
34.6,0.0,15.0,10.0,19.0
41.78,1.0,38.0,30.0,39.0
42.94,0.0,18.0,10.0,19.0
25.72,0.0,14.0,10.0,19.0
32.8,0.0,18.0,10.0,19.0
33.6,0.0,29.0,20.0,29.0
44.36,1.0,18.0,10.0,19.0
40.63,1.0,16.0,10.0,19.0
38.23,1.0,16.0,10.0,19.0
43.34,0.0,14.0,10.0,19.0
51.34,1.0,29.0,20.0,29.0
26.44,0.0,12.0,10.0,19.0
41.51,1.0,31.0,30.0,39.0
31.2,0.0,45.0,40.0,49.0
32.21,1.0,43.0,40.0,49.0
40.55,1.0,19.0,10.0,19.0
37.82,1.0,16.0,10.0,19.0
24.23,0.0,19.0,10.0,19.0
40.38,1.0,48.0,40.0,49.0
29.57,0.0,18.0,10.0,19.0
39.5,1.0,32.0,30.0,39.0
43.51,1.0,17.0,10.0,19.0
43.46,1.0,29.0,20.0,29.0
59.01,1.0,18.0,10.0,19.0
52.14,1.0,17.0,10.0,19.0
40.97,1.0,12.0,10.0,19.0
23.76,0.0,13.0,10.0,19.0
32.8,1.0,42.0,40.0,49.0
93.77,1.0,12.0,10.0,19.0
34.0,0.0,37.0,30.0,39.0
49.02,1.0,17.0,10.0,19.0
30.77,0.0,19.0,10.0,19.0
31.52,0.0,16.0,10.0,19.0
40.14,1.0,25.0,20.0,29.0
60.82,1.0,13.0,10.0,19.0
33.6,0.0,47.0,40.0,49.0
34.35,1.0,43.0,40.0,49.0
55.23,0.0,16.0,10.0,19.0
32.03,1.0,12.0,10.0,19.0
38.52,0.0,38.0,30.0,39.0
35.2,0.0,39.0,30.0,39.0
45.8,1.0,14.0,10.0,19.0
55.38,1.0,17.0,10.0,19.0
39.2,0.0,14.0,10.0,19.0
35.47,1.0,19.0,10.0,19.0
35.0,1.0,29.0,20.0,29.0
92.15,1.0,21.0,20.0,29.0
54.69,1.0,42.0,40.0,49.0
39.32,0.0,12.0,10.0,19.0
31.85,0.0,36.0,30.0,39.0
45.8,1.0,26.0,20.0,29.0
36.16,1.0,37.0,30.0,39.0
45.98,1.0,27.0,20.0,29.0
24.73,0.0,32.0,30.0,39.0
44.36,1.0,15.0,10.0,19.0
41.07,0.0,15.0,10.0,19.0
41.6,0.0,38.0,30.0,39.0
37.07,1.0,12.0,10.0,19.0
42.5,0.0,18.0,10.0,19.0
42.5,1.0,12.0,10.0,19.0
43.6,1.0,16.0,10.0,19.0
62.85,1.0,18.0,10.0,19.0
24.1,0.0,46.0,40.0,49.0
41.07,0.0,16.0,10.0,19.0
48.02,0.0,19.0,10.0,19.0
45.59,1.0,49.0,40.0,49.0
39.4,0.0,19.0,10.0,19.0
24.6,0.0,35.0,30.0,39.0
41.27,0.0,18.0,10.0,19.0
39.64,0.0,15.0,10.0,19.0
34.16,0.0,13.0,10.0,19.0
47.25,1.0,15.0,10.0,19.0
38.66,0.0,19.0,10.0,19.0
41.44,0.0,14.0,10.0,19.0
31.14,0.0,37.0,30.0,39.0
44.56,1.0,48.0,40.0,49.0
58.53,1.0,18.0,10.0,19.0
27.07,0.0,19.0,10.0,19.0
36.64,1.0,19.0,10.0,19.0
30.47,0.0,15.0,10.0,19.0
44.82,0.0,15.0,10.0,19.0
40.78,1.0,18.0,10.0,19.0
65.6,1.0,18.0,10.0,19.0
32.96,0.0,12.0,10.0,19.0
35.35,0.0,23.0,20.0,29.0
32.38,0.0,36.0,30.0,39.0
34.17,0.0,12.0,10.0,19.0
41.51,1.0,33.0,30.0,39.0
40.6,1.0,14.0,10.0,19.0
28.35,0.0,31.0,30.0,39.0
40.71,0.0,32.0,30.0,39.0
56.09,1.0,12.0,10.0,19.0
51.28,1.0,17.0,10.0,19.0
30.6,0.0,42.0,40.0,49.0
31.22,0.0,15.0,10.0,19.0
28.6,0.0,18.0,10.0,19.0
78.85,1.0,15.0,10.0,19.0
44.36,1.0,17.0,10.0,19.0
53.6,1.0,17.0,10.0,19.0
36.93,0.0,17.0,10.0,19.0
39.36,0.0,12.0,10.0,19.0
33.46,0.0,32.0,30.0,39.0
40.89,1.0,16.0,10.0,19.0
71.9,1.0,19.0,10.0,19.0
30.82,0.0,14.0,10.0,19.0
68.9,1.0,27.0,20.0,29.0
51.84,1.0,13.0,10.0,19.0
51.84,1.0,14.0,10.0,19.0
39.55,0.0,25.0,20.0,29.0
38.37,0.0,14.0,10.0,19.0
49.76,1.0,25.0,20.0,29.0
48.34,1.0,14.0,10.0,19.0
56.15,1.0,12.0,10.0,19.0
37.13,0.0,12.0,10.0,19.0
37.57,0.0,12.0,10.0,19.0
59.47,1.0,19.0,10.0,19.0
49.1,0.0,15.0,10.0,19.0
36.01,1.0,12.0,10.0,19.0
35.72,0.0,21.0,20.0,29.0
40.54,0.0,36.0,30.0,39.0
39.55,0.0,16.0,10.0,19.0
40.02,1.0,33.0,30.0,39.0
43.55,1.0,15.0,10.0,19.0
47.02,1.0,15.0,10.0,19.0
31.71,1.0,24.0,20.0,29.0
37.27,1.0,12.0,10.0,19.0
56.4,1.0,15.0,10.0,19.0
34.0,0.0,17.0,10.0,19.0
58.45,0.0,30.0,30.0,39.0
39.75,1.0,15.0,10.0,19.0
45.9,1.0,48.0,40.0,49.0
50.92,1.0,17.0,10.0,19.0
45.67,0.0,17.0,10.0,19.0
36.48,1.0,17.0,10.0,19.0
41.6,1.0,47.0,40.0,49.0
117.29,1.0,16.0,10.0,19.0
52.1,0.0,16.0,10.0,19.0
38.52,1.0,16.0,10.0,19.0
29.76,0.0,34.0,30.0,39.0
23.78,0.0,20.0,20.0,29.0
40.35,0.0,18.0,10.0,19.0
66.28,0.0,17.0,10.0,19.0
52.66,1.0,14.0,10.0,19.0
53.57,1.0,16.0,10.0,19.0
38.92,1.0,15.0,10.0,19.0
35.32,0.0,13.0,10.0,19.0
40.9,1.0,15.0,10.0,19.0
41.82,0.0,25.0,20.0,29.0
46.18,0.0,17.0,10.0,19.0
38.9,0.0,13.0,10.0,19.0
28.48,0.0,16.0,10.0,19.0
34.71,1.0,12.0,10.0,19.0
27.93,0.0,13.0,10.0,19.0
54.68,0.0,26.0,20.0,29.0
47.91,1.0,13.0,10.0,19.0
52.87,1.0,14.0,10.0,19.0
37.6,0.0,13.0,10.0,19.0
38.36,0.0,21.0,20.0,29.0
38.6,0.0,18.0,10.0,19.0
36.13,0.0,30.0,30.0,39.0
21.35,0.0,47.0,40.0,49.0
39.63,0.0,12.0,10.0,19.0
39.71,1.0,44.0,40.0,49.0
42.74,1.0,15.0,10.0,19.0
39.93,1.0,43.0,40.0,49.0
38.0,1.0,39.0,30.0,39.0
54.56,1.0,17.0,10.0,19.0
36.03,0.0,16.0,10.0,19.0
51.93,0.0,14.0,10.0,19.0
41.6,0.0,27.0,20.0,29.0
37.97,1.0,21.0,20.0,29.0
34.71,0.0,18.0,10.0,19.0
46.25,1.0,39.0,30.0,39.0
40.6,0.0,43.0,40.0,49.0
64.19,1.0,20.0,20.0,29.0
29.52,1.0,14.0,10.0,19.0
27.99,0.0,15.0,10.0,19.0
59.3,1.0,19.0,10.0,19.0
61.03,1.0,14.0,10.0,19.0
28.82,0.0,14.0,10.0,19.0
41.57,1.0,17.0,10.0,19.0
31.27,0.0,36.0,30.0,39.0
55.51,1.0,16.0,10.0,19.0
51.4,0.0,18.0,10.0,19.0
54.16,1.0,19.0,10.0,19.0
35.4,0.0,18.0,10.0,19.0
36.61,0.0,14.0,10.0,19.0
45.29,1.0,15.0,10.0,19.0
43.05,0.0,41.0,40.0,49.0
47.1,1.0,19.0,10.0,19.0
40.63,0.0,19.0,10.0,19.0
42.48,0.0,20.0,20.0,29.0
44.12,1.0,12.0,10.0,19.0
33.37,0.0,21.0,20.0,29.0
52.34,1.0,19.0,10.0,19.0
59.24,1.0,14.0,10.0,19.0
36.68,1.0,13.0,10.0,19.0
39.04,0.0,18.0,10.0,19.0
40.72,1.0,31.0,30.0,39.0
112.4,1.0,14.0,10.0,19.0
31.53,1.0,44.0,40.0,49.0
21.73,0.0,41.0,40.0,49.0
29.8,0.0,16.0,10.0,19.0
52.63,1.0,18.0,10.0,19.0
27.8,0.0,17.0,10.0,19.0
45.23,0.0,17.0,10.0,19.0
66.33,1.0,12.0,10.0,19.0
33.74,0.0,47.0,40.0,49.0
46.1,1.0,14.0,10.0,19.0
36.15,0.0,42.0,40.0,49.0
28.15,0.0,13.0,10.0,19.0
41.6,1.0,15.0,10.0,19.0
36.4,0.0,14.0,10.0,19.0
32.6,0.0,18.0,10.0,19.0
41.81,1.0,21.0,20.0,29.0
37.6,0.0,13.0,10.0,19.0
42.6,0.0,16.0,10.0,19.0
45.77,1.0,12.0,10.0,19.0
55.42,0.0,27.0,20.0,29.0
60.76,1.0,13.0,10.0,19.0
34.76,1.0,31.0,30.0,39.0
47.73,0.0,14.0,10.0,19.0
34.69,0.0,19.0,10.0,19.0
34.71,0.0,12.0,10.0,19.0
64.96,0.0,12.0,10.0,19.0
51.99,1.0,24.0,20.0,29.0
36.07,0.0,44.0,40.0,49.0
42.48,1.0,22.0,20.0,29.0
31.65,0.0,36.0,30.0,39.0
31.0,0.0,39.0,30.0,39.0
27.75,0.0,18.0,10.0,19.0
40.36,0.0,15.0,10.0,19.0
46.07,0.0,19.0,10.0,19.0
36.63,1.0,12.0,10.0,19.0
43.1,1.0,18.0,10.0,19.0
51.68,1.0,47.0,40.0,49.0
37.46,0.0,15.0,10.0,19.0
44.63,1.0,22.0,20.0,29.0
58.85,1.0,15.0,10.0,19.0
39.58,0.0,34.0,30.0,39.0
35.17,0.0,19.0,10.0,19.0
30.49,0.0,34.0,30.0,39.0
51.63,1.0,45.0,40.0,49.0
41.48,1.0,19.0,10.0,19.0
41.42,1.0,37.0,30.0,39.0
41.3,1.0,29.0,20.0,29.0
43.69,0.0,16.0,10.0,19.0
46.7,1.0,14.0,10.0,19.0
39.11,1.0,14.0,10.0,19.0
32.07,1.0,46.0,40.0,49.0
56.6,1.0,28.0,20.0,29.0
46.08,1.0,17.0,10.0,19.0
36.46,1.0,15.0,10.0,19.0
77.73,1.0,17.0,10.0,19.0
81.6,1.0,14.0,10.0,19.0
35.32,0.0,14.0,10.0,19.0
53.68,1.0,19.0,10.0,19.0
56.15,1.0,17.0,10.0,19.0
38.25,1.0,18.0,10.0,19.0
59.99,1.0,17.0,10.0,19.0
37.88,1.0,25.0,20.0,29.0
40.1,1.0,15.0,10.0,19.0
47.6,1.0,17.0,10.0,19.0
34.56,1.0,19.0,10.0,19.0
33.4,0.0,13.0,10.0,19.0
37.3,1.0,43.0,40.0,49.0
53.0,0.0,16.0,10.0,19.0
22.81,0.0,27.0,20.0,29.0
40.4,0.0,18.0,10.0,19.0
42.48,0.0,18.0,10.0,19.0
45.35,1.0,27.0,20.0,29.0
50.8,0.0,16.0,10.0,19.0
39.53,1.0,14.0,10.0,19.0
49.28,1.0,16.0,10.0,19.0
43.54,0.0,17.0,10.0,19.0
46.93,0.0,44.0,40.0,49.0
35.22,0.0,17.0,10.0,19.0
58.4,0.0,18.0,10.0,19.0
40.83,1.0,31.0,30.0,39.0
51.1,0.0,42.0,40.0,49.0
75.47,0.0,17.0,10.0,19.0
35.86,1.0,33.0,30.0,39.0
51.31,1.0,17.0,10.0,19.0
57.8,1.0,41.0,40.0,49.0
40.85,1.0,15.0,10.0,19.0
41.37,1.0,45.0,40.0,49.0
36.38,0.0,22.0,20.0,29.0
30.2,0.0,15.0,10.0,19.0
52.75,1.0,30.0,30.0,39.0
33.2,0.0,15.0,10.0,19.0
34.68,0.0,22.0,20.0,29.0
35.23,0.0,47.0,40.0,49.0
66.66,1.0,17.0,10.0,19.0
37.32,0.0,15.0,10.0,19.0
46.13,1.0,29.0,20.0,29.0
44.49,0.0,13.0,10.0,19.0
40.18,0.0,12.0,10.0,19.0
55.22,0.0,18.0,10.0,19.0
42.97,1.0,12.0,10.0,19.0
58.78,0.0,46.0,40.0,49.0
41.53,1.0,12.0,10.0,19.0
35.0,1.0,31.0,30.0,39.0
52.95,1.0,13.0,10.0,19.0
46.98,0.0,17.0,10.0,19.0
32.6,0.0,17.0,10.0,19.0
43.1,0.0,19.0,10.0,19.0
43.97,1.0,17.0,10.0,19.0
36.87,0.0,40.0,40.0,49.0
45.33,1.0,15.0,10.0,19.0
42.14,1.0,37.0,30.0,39.0
44.79,1.0,19.0,10.0,19.0
52.6,1.0,17.0,10.0,19.0
52.1,0.0,13.0,10.0,19.0
